title,description,content,publishedAt,url,urlToImage
Medical research brain drain: Why scientists could flee the U.S.,The Trump administration's staff reductions and cuts to research funding could potentially cause young scientists to leave the U.S. in search of more stable opportunities abroad.,"For decades, the United States has been the destination for scientific talent from around the globe. Now, with the Trump administration's mass layoffs and cuts to scientific research at the National … [+4960 chars]",2025-04-27T23:44:38Z,https://www.cbsnews.com/news/medical-research-brain-drain-why-scientists-could-flee-us-60-minutes/,https://assets3.cbsnewsstatic.com/hub/i/r/2025/04/27/eb111910-94df-4aff-8bfb-59d183b04698/thumbnail/1200x630/19996e9885bd18f2bcab9462f65b68c8/ot-nih.jpg?v=8e9dede207b29c97b32974c53e32aabc
Dominicans protest against Haitian migrants...,"Dominicans protest against Haitian migrants...

 
 
 
 (Second column, 6th story, link)",The Barron's news department was not involved in the creation of the content above. This article was produced by AFP. For more information go toAFP.com.© Agence France-Presse,2025-04-27T23:43:37Z,https://www.barrons.com/articles/dominicans-protest-against-haitian-migrants-48b01cba,https://asset.barrons.com/barrons/images/afp-metadata-default.jpg
Top Bitcoin news right now.,"Key Points Research suggests Bitcoin ETFs saw $2.7 billion in inflows, potentially driving prices higher. It seems likely Bitcoin recently hit above $100,000 and trades around $94,000, with predictions for $150,000 in 2025. The evidence leans toward increasin…","Key Points
<ul><li>Research suggests Bitcoin ETFs saw $2.7 billion in inflows, potentially driving prices higher.</li><li>It seems likely Bitcoin recently hit above $100,000 and trades around $94,00… [+7414 chars]",2025-04-27T23:43:13Z,https://erickimphotography.com/blog/2025/04/27/top-bitcoin-news-right-now-2/,
Oil Ticks Higher With Trade War and China’s Outlook to the Fore,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;How are tariffs affecting the US housing market? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is UK economic growt… [+958 chars]",2025-04-27T23:41:35Z,https://biztoc.com/x/c8b4d2bbfaf673d0,https://biztoc.com/cdn/c8b4d2bbfaf673d0_s.webp
"Over 200 people detained, including military members, at unlicensed nightclub in Colorado, DEA says","Over 200 people detained, including military members, at unlicensed nightclub in Colorado, DEA saysgo.com","The Drug Enforcement Administration said it detained more than 200 people -- including members of the military -- at an unlicensed underground nightclub in Colorado on Sunday, officials told ABC News… [+2714 chars]",2025-04-27T23:40:00Z,https://abcnews.go.com/US/200-people-detained-including-military-members-unlicensed-nightclub/story?id=121219378,https://i.abcnewsfe.com/a/1e92f57d-559f-4dfa-af68-096bb58316d9/daeoperation-dae-mf-250427_1745780308025_hpMain_16x9.jpg?w=1600
LAPD release video of events leading up to the shooting and arrest of Weezer bassist's wife,Jillian Shriner will appear in court later this week,The Los Angeles Police Department have released a 22-minute video documenting the events that led up to the shooting and arrest earlier this month of Jillian Shriner – professionally known as Jillian… [+2326 chars],2025-04-27T23:39:33Z,https://www.loudersound.com/news/lapd-video-shooting-arrest-jillian-shriner,https://cdn.mos.cms.futurecdn.net/VNTpCZbk87AkccyGEJvhDF.jpg
"Broncos’ Dre Greenlaw strains quad, but injury not expected to impact regular-season status",One of the Broncos' prized free agent additions is set to miss time during the club's offseason program but avoided a potentially more serious injury.,"One of the Broncos’ prized free agent additions is set to miss time during the club’s offseason program but avoided a potentially more serious injury.
Linebacker Dre Greenlaw, signed to a three-year… [+1431 chars]",2025-04-27T23:38:30Z,https://www.denverpost.com/2025/04/27/broncos-dre-greenlaw-quadriceps-injury/,https://www.denverpost.com/wp-content/uploads/2025/03/TDP-Z-Dre-Greenlaw-AP-01.jpg?w=1024&h=683
RuPaul’s Drag Race issues statement following Jiggly Caliente’s death,"RuPaul’s Drag Race and its production company, World of Wonder, have both issued statements following the death of season four star and Drag Race Philippines judge Jiggly Caliente. Bianca Castro-Arabejo, best known as Jiggly Caliente, competitor on season fou…","RuPaul’s Drag Race and its production company, World of Wonder, have both issued statements following the death of season four star and Drag Race Philippines judge Jiggly Caliente.
Bianca Castro-Ara… [+2910 chars]",2025-04-27T23:37:57Z,https://www.thepinknews.com/2025/04/28/rupauls-drag-race-statement-jiggly-caliente-death/,https://www.thepinknews.com/wp-content/uploads/2025/04/jiggly-caliente-rupauls-drag-race-leg-amputation-1.jpg
The Last of Us Season 2 Episode 3 Preview: Ellie Knows Her Name,"Tonight, it's the fallout from last week's brutal death of Joel (Pedro Pascal) at the hands of Abby (Kaitlyn Dever) and her crew, as Ellie (Bella Ramsey) looks to map their next steps in making them pay for what they've done. That's where things stand heading…","Posted in: HBO, Max, TV | Tagged: the last of us
With the next chapter hitting tonight, here's a our preview of tonight's episode of HBO and Showrunners Craig Mazin and Neil Druckmann's The Last of … [+4454 chars]",2025-04-27T23:37:07Z,https://bleedingcool.com/tv/the-last-of-us-season-2-episode-3-preview-ellie-knows-her-name/,https://bleedingcool.com/wp-content/uploads/2025/04/bella-ramsey_4-1-2000x1125.jpg
'Sarvam AI to build India's 1st AI platform in 6 months',"India-Business News: NEW DELHI: Lightspeed venture capital-backed Sarvam AI will develop India's first AI platform in six months, the company's founder said on Saturday.Un.","Ahead of Met Gala 2025, check out Kiara Advani's these most fashionable looks",2025-04-27T23:37:02Z,https://timesofindia.indiatimes.com/business/india-business/sarvam-ai-to-build-indias-1st-ai-platform-in-6-months/articleshow/120678622.cms,"https://static.toiimg.com/thumb/msid-120678664,width-1070,height-580,imgsize-560478,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
‘Just not true’: Marco Rubio rips ‘misleading’ reports about recent deportations of 3 U.S. citizen children,"'If someone is in this country unlawfully, illegally, that person gets deported'","Secretary of State Marco Rubio disputed alleged misleading reports Sunday about three U.S. citizen children boarding deportation flights.
Immigration and Customs Enforcement (ICE) deported the illeg… [+3550 chars]",2025-04-27T23:36:34Z,https://www.wnd.com/2025/04/just-not-true-marco-rubio-rips-misleading-reports-about-recent-deportations-of-3-u-s-citizen-children/,https://www.wnd.com/wp-content/uploads/2025/02/marco-rubio-oval-office.jpg
Ryan Preece reacts to coming just 0.022s shy of first Cup win at Talladega,"Preece continues to knock on the door of Victory Lane, with his closest encounter yet on Sunday","After a deal came together late in 2024 to put Ryan Preece in a third RFK Racing entry for 2025, few would have expected to see Preece challenge for multiple wins early in the season. In a recent int… [+2119 chars]",2025-04-27T23:36:29Z,https://www.motorsport.com/nascar-cup/news/ryan-preece-ends-up-0022s-shy-of-first-cup-win/10717522/,https://cdn-7.motorsport.com/images/amp/YEQRXxDY/s6/austin-cindric-team-penske-for.jpg
"Massive explosion at Iranian port possibly linked to missile fuel kills 25, injures some 800","MUSCAT, April 27: A massive explosion and fire rocked a port Saturday in southern Iran purportedly linked to a shipment of a chemical ingredient used to make missile propellant, killing 25 people and injuring around 800 others. Helicopters and aircraft dumped…","MUSCAT, April 27: A massive explosion and fire rocked a port Saturday in southern Iran purportedly linked to a shipment of a chemical ingredient used to make missile propellant, killing 25 people and… [+4976 chars]",2025-04-27T23:35:00Z,https://thehillstimes.in/international/massive-explosion-at-iranian-port-possibly-linked-to-missile-fuel-kills-25-injures-some-800,https://thehillstimes.in/wp-content/uploads/2025/04/urnpublicidap.org72637c6b3e152a30045275f57ace29edIran_Explosion_68615-768x432.webp
"Explorers drop GoPro camera into America's deepest pit, the clip is absolutely chilling","Imagine standing at the entrance of a dark, mysterious cave, its passages twisting deep underground. While the thought of sliding into the unknown might spook most, for thrill-seekers, it's just another day of exploration. The @ActionAdventureTwins, a duo of …","I first visited Dog Slaughter Falls as a middle-schooler, and I was adamantly not stoked about the idea. At that time, I was a shy, somewhat artsy kid searching for meaning in the conservative Bible … [+7832 chars]",2025-04-27T23:34:38Z,https://www.good.is/explorers-drop-gopro-camera-into-americas-deepest-pit-ex1,https://www.good.is/media-library/deep-drop-camera-fantastic-pit-cave-exploration-georgia-exploring.jpg?id=56537556&width=1200&height=600&coordinates=0%2C81%2C0%2C82
"The rapid remaking of a nation, in 100 days",The impact of what President Trump has done so far is being felt in every corner of American life.,"Anthony Zurcher and Tom Geoghegan
During last year's presidential campaign, Donald Trump constantly repeated his intention to bring about dramatic change as soon as he returned to the White House.
… [+16734 chars]",2025-04-27T23:34:09Z,https://www.bbc.com/news/articles/cly1n7jz587o,https://ichef.bbci.co.uk/news/1024/branded_news/0219/live/9304a8d0-21c7-11f0-9c65-a5c3dc449bf3.png
"Asian Investors Eye China, Trade in Cautious Open: Markets Wrap",(Bloomberg) -- Asian markets are set for a cautious start to the week as investors await signs of potential further stimulus from China and progress in US...,"(Bloomberg) -- Asian markets are set for a cautious start to the week as investors await signs of potential further stimulus from China and progress in US trade negotiations with the region.
Most Re… [+2323 chars]",2025-04-27T23:33:27Z,https://finance.yahoo.com/news/asian-investors-eye-china-trade-233327069.html,https://s.yimg.com/ny/api/res/1.2/37MyFOqv_SVcdUWrI7s5Bw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_holding_pen_162/675a22622174fb5d9a4f1b211b5361b6
Report: Broncos LB Dre Greenlaw sidelined with quad injury,Broncos linebacker Dre Greenlaw suffered a quad injury that is expected to sideline him this spring.,"Just a little more than one month after he signed a three-year, $31.5 million contract with the Denver Broncos during NFL free agency, linebacker Dre Greenlaw has suffered a ""serious quad injury,"" ac… [+1137 chars]",2025-04-27T23:32:39Z,https://broncoswire.usatoday.com/story/sports/nfl/broncos/2025/04/27/broncos-news-dre-greenlaw-suffers-quad-injury/83318138007/,"https://broncoswire.usatoday.com/gcdn/authoring/authoring-images/2025/03/12/SBRC/82294097007-1968875198.jpg?crop=4655,2620,x0,y241&width=3200&height=1802&format=pjpg&auto=webp"
Gene Hackman's Cause of Death Confirmed in Final Autopsy--Report - Newsweek,Gene Hackman's Cause of Death Confirmed in Final Autopsy--ReportNewsweek Gene Hackman final autopsy released two months after actor was found dead at 95Fox News Final Cause of Death Released For Gene HackmanMen's Journal Gene Hackman's Final Autopsy Reveals H…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-27T23:32:37Z,https://slashdot.org/firehose.pl?op=view&amp;id=177180311,
Falcons DC's Son Jax Ulbrich Apologizes for Shedeur Sanders NFL Draft Prank Call Video - Bleacher Report,Falcons DC's Son Jax Ulbrich Apologizes for Shedeur Sanders NFL Draft Prank Call VideoBleacher Report Son of Falcons coordinator behind Sanders prankESPN Son of NFL Coach Admits to Prank-Calling Shedeur Sanders During Draft: 'I Made a Terrible Mistake'People.…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-27T23:32:16Z,https://slashdot.org/firehose.pl?op=view&amp;id=177180305,
'Harry Potter' series star John Lithgow is surprised by J.K. Rowling backlash,'Harry Potter' series star John Lithgow admits he didn't expect to face backlash over J.K. Rowling's anti-trans views after being cast as Dumbledore: 'Why is this a factor at all?,"Despite his new role as the wisest wizard at Hogwarts, John Lithgow is a little out of the loop.
The actor, slated to play Albus Dumbledore in HBO's upcoming Harry Potter series, may have missed the… [+3397 chars]",2025-04-27T23:31:20Z,https://ew.com/harry-potter-series-star-john-lithgow-surprised-by-jk-rowling-backlash-11722976,https://ew.com/thmb/5bKptOOFv5Btmq30Bmd6hyZJrwM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/John-Lithgow-J-K-Rowling-backlash-042725-81937de6a51d4d089789a27b5253d904.jpg
"Rockies’ Ryan McMahon, mired in deep slump, gets rare a day off",Baseball can be a cruel game. Rockies third baseman Ryan McMahon is living that reality right now.,"Baseball can be a cruel game. Rockies third baseman Ryan McMahon is living that reality right now.
A year ago, he was on a path that would lead him to his first All-Star Game. Sunday, in the Rockies… [+2920 chars]",2025-04-27T23:30:06Z,https://www.denverpost.com/2025/04/27/rockies-ryan-mcmahon-slump-alan-trejo/,https://www.denverpost.com/wp-content/uploads/2025/04/AP25110747542807.jpg?w=1024&h=751
"This Weekend in Politics, Bulletin 119 (Ron Filipkowski/Meidas+)","Ron Filipkowski / Meidas+:
This Weekend in Politics, Bulletin 119  —  ... AG Pam Bondi is going to start locking up journalists: “Safeguarding classified, privileged, and other sensitive information is essential to effective governance and law enforcement.  F…","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",2025-04-27T23:30:01Z,https://www.memeorandum.com/250427/p68,"https://substackcdn.com/image/fetch/w_1456,c_limit,f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F826d1989-1efb-4b41-8414-c1236ec845a3_1024x683.webp"
"A look at ""womanosphere"", the anti-feminist, rightwing media, with influencers such as Candace Owens and outlets like Evie, targeting young female US audiences (Anna Silman/The Guardian)","Anna Silman / The Guardian:
A look at “womanosphere”, the anti-feminist, rightwing media, with influencers such as Candace Owens and outlets like Evie, targeting young female US audiences  —  A crop of conservative personalities such as Brett Cooper and Canda…","Mediagazer presents the day's must-read media news on a single page.
The media business is in tumult: from the production side to
the distribution side, new technologies are upending the industry.… [+416 chars]",2025-04-27T23:30:01Z,https://mediagazer.com/250427/p5,https://i.guim.co.uk/img/media/0fde601410a8fae53556b612197453cc5b422b94/0_0_2999_1800/master/2999.jpg?width=300&dpr=2&s=none
In Memoriam: SF and Fine Artist David Schleinkofer,David created some iconic art for various SF books and properties,"We’re sorry to report the passing of American SF and fine artist David Schleinkofer, who died earlier this week, of Lou Gehrigs Disease.
David was a professional artist and illustrator for over 40 y… [+4130 chars]",2025-04-27T23:29:50Z,https://downthetubes.net/in-memoriam-sf-and-fine-artist-david-schleinkofer/,https://downthetubes.net/wp-content/uploads/2025/04/img_2239-1.jpg
"Greenland’s PM says island can’t be bought, calls Trump’s statements disrespectful","Greenlandic Prime Minister Jens-Frederik Nielsen said that US statements about the island have been disrespectful and that Greenland “will never, ever be a piece of property that can be bought by just anyone.”","LYNGBY, Denmark New Greenlandic Prime Minister Jens-Frederik Nielsen said Sunday that US statements about the mineral-rich Arctic island have been disrespectful and that Greenland will never, ever be… [+2332 chars]",2025-04-27T23:29:45Z,https://nypost.com/2025/04/27/world-news/greenlands-pm-says-island-cant-be-bought-calls-trumps-statements-disrespectful/,https://nypost.com/wp-content/uploads/sites/2/2025/04/newspress-collage-zpqozb9ff-1745794933161.jpg?quality=75&strip=all&1745780595&w=1024
Can Fan Fest Nights become a long-term winner for Universal?,By Robert Niles: Can Universal Fan Fest Nights enjoy the same level of success that Universal has had with Halloween Horror Night?Universal Fan Fest Nights kicked off a 13-night run on Friday night at Universal Studios Hollywood. [See Universal brings fans' d…,"April 27, 2025, 7:29 PM · 
Can Universal Fan Fest Nights enjoy the same level of success that Universal has had with Halloween Horror Night?
Universal Fan Fest Nights kicked off a 13-night run on F… [+6238 chars]",2025-04-27T23:29:00Z,https://www.themeparkinsider.com/flume/202504/10846/,https://www.themeparkinsider.com/art/flume/10846.jpg
DISGUSTING: Democrat Minnesota Lawmakers Kill Legislation to Report Repeat Violent Criminals to ICE Following Testimony by Man Whose Mother was Beheaded by an Illegal Alien (VIDEO),"Minnesota Democrats killed an amendment to a crime and public safety bill that would require law enforcement agencies to report illegal aliens to ICE when they are arrested for a violent crime, ignoring the pleas of a man whose mother was brutally murdered an…","Skip to comments.
DISGUSTING: Democrat Minnesota Lawmakers Kill Legislation to Report Repeat Violent Criminals to ICE Following Testimony by Man Whose Mother was Beheaded by an Illegal Alien (VIDEO)… [+3913 chars]",2025-04-27T23:27:36Z,https://freerepublic.com/focus/f-bloggers/4313658/posts,
