title,description,content,publishedAt,url,urlToImage
Southwest drops more bad news amid 'macroeconomic uncertainty',"Even though some are riding the economic ebbs caused by the Trump administration's sudden policy shifts better than others, almost all airlines are struggling with the impact of tariffs and low consumer confidence.
Delta Air Lines (DAL) CEO Ed Bastian named ""…","Even though some are riding the economic ebbs caused by the Trump administration's sudden policy shifts better than others, almost all airlines are struggling with the impact of tariffs and low consu… [+145 chars]",2025-04-24T23:44:44Z,https://biztoc.com/x/ddeb5b70054e5b29,https://biztoc.com/cdn/ddeb5b70054e5b29_s.webp
Loan to Trump-Friendly Argentina Went Against IMF Board Concerns,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Intel cutting jobs and slashing expenses? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs im… [+979 chars]",2025-04-24T23:44:42Z,https://biztoc.com/x/db7094ab5afa9b65,https://biztoc.com/cdn/db7094ab5afa9b65_s.webp
UK Confidence Falls to Lowest Under Labour Amid Trump Trade War,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Intel cutting jobs and slashing expenses? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump tariffs im… [+978 chars]",2025-04-24T23:44:39Z,https://biztoc.com/x/62acf124c25a1218,https://biztoc.com/cdn/62acf124c25a1218_s.webp
Bill Maher responds to Larry David's Hitler essay on his Trump dinner,"Days after Larry David mocked Bill Maher's dinner with Trump in a satirical Hitler essay, the 'Real Time' host has responded: 'I don't need to be lectured.'","Bill Maher was not amused by Larry David's satirical essay, ""My Dinner with Adolf,"" that mocked the Real Time host's comments on dining with President Donald Trump.
""Nobody has been harder and more … [+2655 chars]",2025-04-24T23:43:40Z,https://ew.com/bill-maher-responds-to-larry-david-hitler-essay-mocking-his-trump-dinner-11721773,https://ew.com/thmb/lcqE692-P7xZtdBXmgiEjyzlF38=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/bill-maher-larry-david-042425-0caf05fd99c641efbd0fe088dd9c740e.jpg
Bannon: Trump’s Populist Economic Policies Are the Only Alternative to a Future Full of Luigi Mangiones,"Former Trump adviser Steve Bannon said Americans should be ""scared to the marrow of your bones,"" by left-wing praise of Luigi Mangione, the man accused of killing insurance executive Brian Thompson outside a New York City hotel in December, 2024.
The post Ban…","Former Trump adviser Steve Bannon said Americans should be “scared to the marrow of your bones,” by left-wing praise of Luigi Mangione, the man accused of killing insurance executive Brian Thompson o… [+1879 chars]",2025-04-24T23:41:36Z,https://www.breitbart.com/politics/2025/04/24/bannon-trumps-populist-economic-policies-are-the-only-alternative-to-a-future-full-of-luigi-mangiones/,https://media.breitbart.com/media/2025/04/Steve-Bannon-2025-640x335.jpeg
Vigilantes reportedly beat up male accused of trying to rape elderly woman; cops told they could find suspect in hospital,"'We don’t tolerate that kind of stuff around here.' Vigilantes beat up a male accused of trying to rape an elderly woman in the Bronx last week — and an anonymous caller helped out police, telling them they could find the suspect in the hospital, WNBC-TV repo…","Skip to comments.
Vigilantes reportedly beat up male accused of trying to rape elderly woman; cops told they could find suspect in hospital The Blaze ^
 | April 23, 2025
 | Dave Urbanski
Posted o… [+5508 chars]",2025-04-24T23:41:35Z,https://freerepublic.com/focus/f-news/4313062/posts,
Takuma Sato reveals 94G impact in 233mph Indy 500 testing crash,"Thankfully, Sato was able to walk away from the violent crash with only minor bruises","As a two-time winner of the Indianapolis 500 in both 2017 and 2020, Takuma Sato is one of the most experienced drivers at IMS. This year, the Japanese driver is aiming to make his 16th start in the c… [+1586 chars]",2025-04-24T23:41:21Z,https://www.motorsport.com/indycar/news/takuma-sato-reveals-94g-impact-in-233mph-indy-500-testing-crash/10716650/,https://cdn-1.motorsport.com/images/amp/2548e5k0/s6/takuma-sato-rahal-letterman-la.jpg
Perplexity Integrates AI Assistant and Answer Engine With Motorola Phones,Perplexity AI said Thursday (April 24) that it has partnered with Motorola in what is “one of our first and most comprehensive integrations with a mobile phone brand.” The artificial intelligence (AI) startup’s answer engine and assistant will be preinstalled…,"Perplexity AI said Thursday (April 24) that it has partnered with Motorola in what is one of our first and most comprehensive integrations with a mobile phone brand.
The artificial intelligence (AI)… [+2390 chars]",2025-04-24T23:38:05Z,https://www.pymnts.com/artificial-intelligence-2/2025/perplexity-integrates-ai-assistant-and-answer-engine-with-motorola-phones/,https://www.pymnts.com/wp-content/uploads/2025/04/perplexity-motorola.jpg
Can Elsbeth Shut Down Judge Crawford in Time? Season 2 Ep. 18 Preview,"After giving Kathy Bates-starring Matlock the time it needed to wrap up its first season, CBS and Robert King and Michelle King's Carrie Preston, Carra Patterson, and Wendell Pierce-starring Elsbeth returns this week in a very big way. In S02E18: ""I Know What…","Posted in: CBS, Paramount+, TV | Tagged: Elsbeth
Along with our CBS's Elsbeth S02E18: ""I Know What You Did Thirty-Three Summers Ago"" preview, we look ahead to the remainder of the season.
After giv… [+5002 chars]",2025-04-24T23:37:08Z,https://bleedingcool.com/tv/can-elsbeth-shut-down-judge-crawford-in-time-season-2-ep-18-preview/,https://bleedingcool.com/wp-content/uploads/2025/04/3069459_0212bc-1-2000x1125.jpg
Nico Iamaleava's brother Madden Iamaleava thrown into NIL buyout crosshairs after also switching to UCLA,Nico Iamaleava's abrupt exit from Tennessee and his brother Madden Iamaleava's surprising transfer decision have raised concerns about NIL buyouts.,"Nearly two weeks have passed since Tennessee head coach Josh Heupel announced Nico Iamaleava would not return to the Volunteers next season. 
Shortly after the announcement, the quarterback revealed… [+2121 chars]",2025-04-24T23:37:07Z,https://www.foxnews.com/sports/nico-iamaleavas-brother-madden-iamaleava-thrown-nil-buyout-crosshairs-after-also-switching-ucla,https://static.foxnews.com/foxnews.com/content/uploads/2025/04/madden-iamaleava.jpg
Mom of two credits ChatGPT with saving her life by helping detect cancer — which doctors missed,"Doctors told the mother of two she had arthritis, but she actually had thyroid cancer.","A mother of two credits ChatGPT for saving her life, claiming the artificial intelligence chatbot flagged the condition leading to her cancer when doctors missed it.
Lauren Bannon, who divides her t… [+4440 chars]",2025-04-24T23:36:48Z,https://nypost.com/2025/04/24/health/mom-of-two-credits-chatgpt-with-saving-her-life-by-helping-detect-cancer-which-doctors-missed/,https://nypost.com/wp-content/uploads/sites/2/2025/04/103242486.jpg?quality=75&strip=all&w=1024
Lomiko Metals Inc. Warrants Re-Pricing Extension and Accelerated Provisions,"NOT FOR DISTRIBUTION TO UNITED STATES NEWS WIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES MONTREAL — Lomiko Metals Inc. (TSX.V: LMR) (“Lomiko Metals” or the “Company”) announces that further to its press release dated April 3, 2025, in order to reduc…","NOT FOR DISTRIBUTION TO UNITED STATES NEWS WIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city a… [+7813 chars]",2025-04-24T23:36:32Z,https://financialpost.com/pmn/business-wire-news-releases-pmn/lomiko-metals-inc-warrants-re-pricing-extension-and-accelerated-provisions,
Tensions with N.S. premier simmered as Poilievre made his sole stop in the province,"For the first time this campaign, Conservative Leader Pierre Poilievre made a stop in Nova Scotia on Thursday — the second province he's visited led by a Progressive Conservative premier conspicuously absent from the federal party's events.","For the first time this campaign, Conservative Leader Pierre Poilievre made a stop in Nova Scotia on Thursday the second province he's visited led by a Progressive Conservative premier conspicuously … [+3403 chars]",2025-04-24T23:36:24Z,https://www.cbc.ca/news/politics/houston-poilievre-election-1.7518196,https://i.cbc.ca/1.7518268.1745537007!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_1180/fedelxn-conservatives-20250424.jpg?im=Resize%3D620
"Transfer rumors, news: Man United eyeing move for Éderson",Manchester United are looking at a summer move for Atalanta midfielder Éderson. Transfer Talk has the latest.,"Apr 24, 2025, 07:11 PM ET
Manchester United are keen on signing Atalanta midfielder Éderson, while striker Rasmus Højlund is attracting interest from Juventus as a potential Duan Vlahovi replacement… [+2992 chars]",2025-04-24T23:36:14Z,https://www.espn.com/soccer/story/_/id/44839447/transfer-rumors-news-manchester-united-eyeing-move-atalanta-ederson,https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0424%2Fr1483536_2_1296x729_16%2D9.jpg
Heidi Montag and Spencer Pratt Developing a Hulu Project About Losing Their Home in Pacific Palisades,“The Hills” reality stars Heidi Montag and Spencer Pratt are developing a project with Hulu about their lives in the aftermath of losing their home in the Pacific Palisades in the fires that devastated Los Angeles in January. Pratt shared the news while the c…,“The Hills” reality stars Heidi Montag and Spencer Pratt are developing a project with Hulu about their lives in the aftermath of losing their home in the Pacific Palisades in the fires that devastat… [+3576 chars],2025-04-24T23:35:39Z,https://variety.com/2025/tv/news/heidi-montag-spencer-pratt-hulu-la-fires-1236377263/,https://variety.com/wp-content/uploads/2025/04/GettyImages-2211158911-e1745536908898.jpg?w=1000&h=562&crop=1
"Macquarie gets more bearish on TAL Education, downgrades shares","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",2025-04-24T23:34:51Z,https://thefly.com/permalinks/entry.php/id4113550/TAL-Macquarie-gets-more-bearish-on-TAL-Education-downgrades-shares,https://thefly.com/images/meta/streetresearch_downgrade.jpg
A Detroit nonprofit’s former finance chief gets 19 years for $40 million theft,Smith was fired as chief financial officer last May and arrested the following month.,"DETROIT (AP) A former executive at a major Detroit nonprofit was sentenced Thursday to 19 years in prison for stealing more than $40 million meant to help beautify the citys riverfront.
Investigator… [+2138 chars]",2025-04-24T23:34:39Z,https://www.bostonherald.com/2025/04/24/detroit-riverfront-embezzlement/,https://www.bostonherald.com/wp-content/uploads/2025/04/Detroit-Riverfront-Embezzlement_53716.jpg?w=1024&h=681
Financial Crisis Seen as a Distant Threat at IMF Meeting,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Jack in the Box closing 150-200 stores? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump's tariffs af… [+1012 chars]",2025-04-24T23:33:59Z,https://biztoc.com/x/a94f9c5bf6fe0303,https://biztoc.com/cdn/a94f9c5bf6fe0303_s.webp
Tesla’s Adjusted Earnings Got 12% Bump From Omitting Crypto Loss,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Jack in the Box closing 150-200 stores? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trump's tariffs af… [+1013 chars]",2025-04-24T23:33:36Z,https://biztoc.com/x/9d051065548dc770,https://biztoc.com/cdn/9d051065548dc770_s.webp
Judge blocks part of Trump’s order requiring citizenship proof to vote - The Washington Post,Judge blocks part of Trump’s order requiring citizenship proof to voteThe Washington Post US judges block aspects of Trump agenda as president targets Democratic fundraising platform – liveThe Guardian Judge pauses parts of Trump's sweeping executive order on…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-24T23:33:27Z,https://slashdot.org/firehose.pl?op=view&amp;id=177129111,
"Trump tariffs draw warnings from big companies about price, revenue shifts - NBC News","Trump tariffs draw warnings from big companies about price, revenue shiftsNBC News Trump tariff uncertainties have businesses abandoning forecastsAxios Corporate America puts Wall Street on alert over damage from trade warFinancial Times Companies from Chipot…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-24T23:32:56Z,https://slashdot.org/firehose.pl?op=view&amp;id=177129105,
"April 24, 2025 – PBS News Hour full episode","Thursday on the News Hour, Russian forces bombard Kyiv with deadly strikes, complicating the ongoing efforts for peace. Pressure builds on Defense Secretary Hegseth amid turmoil among the Pentagon's top ranks as new details emerge about his use of a commercia…","Thursday on the News Hour, Russian forces bombard Kyiv with deadly strikes, complicating the ongoing efforts for peace. Pressure builds on Defense Secretary Hegseth amid turmoil among the Pentagon's … [+191 chars]",2025-04-24T23:32:55Z,https://www.pbs.org/newshour/show/april-24-2025-pbs-news-hour-full-episode,https://d3i6fh83elv35t.cloudfront.net/static/2025/04/fullepisode-24-1024x683.jpg
"‘You’ Recap, Season 5 Episode One: Start Spreading the News - Vulture","‘You’ Recap, Season 5 Episode One: Start Spreading the NewsVulture You final season review – an insultingly rubbish endingThe Guardian Penn Badgley on why he threw ‘no sex scenes’ rule ‘out the window’ for ‘You’ Season 5New York Post 'You' Didn't Have to End …",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-24T23:32:36Z,https://slashdot.org/firehose.pl?op=view&amp;id=177129101,
"Linda Evangelista opens up about botched CoolSculpting, Botox and dissolving fillers: ‘I wasn’t looking like me’ - Page Six","Linda Evangelista opens up about botched CoolSculpting, Botox and dissolving fillers: ‘I wasn’t looking like me’Page Six Linda Evangelista Just Wants to LiveHarper's BAZAAR Linda Evangelista left traumatized and in therapy after botched cosmetic procedure per…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-24T23:32:26Z,https://slashdot.org/firehose.pl?op=view&amp;id=177129099,
2025 NFL Draft Rumor Mill: The countdown is on - Giants.com,2025 NFL Draft Rumor Mill: The countdown is onGiants.com View Full Coverage on Google News ...,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2025-04-24T23:32:15Z,https://slashdot.org/firehose.pl?op=view&amp;id=177129097,
"Intel Reports Flat Earnings in Q1, and That’s the Good News","Intel reported that it earned a net loss of $8 million on revenues of $12.7 billion in the quarter ending March 31, 2025.
The post Intel Reports Flat Earnings in Q1, and That’s the Good News appeared first on Thurrott.com.","Intel reported that it earned a net loss of $8 million on revenues of $12.7 billion in the quarter ending March 31, 2025. Revenues were flat year-over-year (YOY), though the net loss represents a dec… [+2087 chars]",2025-04-24T23:31:39Z,https://www.thurrott.com/hardware/320186/intel-reports-flat-earnings-in-q1-and-thats-the-good-news,https://thurrott-assets.nyc3.digitaloceanspaces.com/web/2020/09/intel-logo-new.jpg
