title,description,content,publishedAt,url,urlToImage
A dozen states sue to stop Trump's tariffs (Sydney Carruth/NBC News),"Sydney Carruth / NBC News:
A dozen states sue to stop Trump's tariffs  —  Democratic attorneys general from 12 states filed a joint lawsuit arguing that the president doesn't have the constitutional authority to execute his sweeping tariff agenda.  —  Twelve …","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",2025-04-23T23:55:00Z,https://www.memeorandum.com/250423/p136,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-04/250423-Letitia-James-ch-1607-a1f6ee.jpg"
"UK pool organization scraps trans-athlete policy following court decision, championship controversy","After two transgender competitors battled for a women's championship, Ultimate Pool has updated its policies to keep trans players out of female competition.","Earlier this month, a women's pool tournament championship in the United Kingdom featured two transgender athletes
 who defeated their female competition.
Harriet Haynes and Lucy Smith
 went toe-t… [+3514 chars]",2025-04-23T23:53:19Z,https://www.foxnews.com/sports/uk-pool-organization-scraps-trans-athlete-policy-following-court-decision-championship-controversy,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/pride-flag-uk.jpg
"Disney Resort Drops Big Summer 2025 News: New Water Experiences, Shows Coming","This Disney Resort is shaping up for an unforgettable 2025 summer. Imagine walking through a theme park when—whoosh!—a rogue jet of water launches into the air, drenching everyone in sight. Disney Resort Summer 2025: From “Get Soaked” to “MAX Plus”: Splash Mo…","This Disney Resort is shaping up for an unforgettable 2025 summer.
Imagine walking through a theme park whenwhoosh!a rogue jet of water launches into the air, drenching everyone in sight.
Credit: N… [+4223 chars]",2025-04-23T23:53:10Z,https://insidethemagic.net/2025/04/disney-resort-summer-2025-splash-mountain-emd1/,https://insidethemagic.net/wp-content/uploads/2023/12/N-207.jpg
Trump Rewards Top Meme Coin Investors With Access at Private Dinner,"The top 220 investors of Donald Trump's memecoin will be invited to a private dinner with the president in Washington, D.C.","On a website promoting $TRUMP, there’s an illustration of the president — albeit a significantly slimmed down version — pointing at the viewer as a blurred-out man and woman lean toward him at a dini… [+3709 chars]",2025-04-23T23:52:15Z,http://www.rollingstone.com/politics/politics-news/trump-meme-coin-explodes-access-investors-1235323786/,https://www.rollingstone.com/wp-content/uploads/2025/04/Memecoin-trump-holders.jpg?crop=0px%2C121px%2C1798px%2C1015px&resize=1600%2C900
'Should have installed tampon machines': Hegseth lashes out after makeup studio report,"Pete Hegseth, the former Fox News weekend co-host tapped by Trump to lead the Department of Defense, lashed out Wednesday evening after revelations he signed off on installing a makeup studio in the Pentagon for TV appearances.Hegseth approved thousands of do…","Pete Hegseth, the former Fox News weekend co-host tapped by Trump to lead the Department of Defense, lashed out Wednesday evening after revelations he signed off on installing a makeup studio in the … [+1570 chars]",2025-04-23T23:51:35Z,https://www.rawstory.com/pete-hegseth-2671834305/,https://www.rawstory.com/media-library/u-s-secretary-of-defense-pete-hegseth-walks-after-addressing-the-audience-in-panama-city-panama-april-9-2025-reuters-aris-m.jpg?id=60029179&width=1200&height=600&coordinates=0%2C498%2C0%2C499
"Transfer rumors, news: Real Madrid, Liverpool, eye Kerkez","Real Madrid, Liverpool and Manchester City are all looking to sign Bournemouth's Milos Kerkez. Transfer Talk has the latest.","Apr 23, 2025, 07:36 PM ET
Real Madrid, Liverpool and Manchester City are interested in Milos Kerkez, while Chelsea are tracking various big names. Join us for the latest transfer news, rumors and go… [+2370 chars]",2025-04-23T23:50:17Z,https://www.espn.com/soccer/story/_/id/44823312/transfer-rumors-news-real-madrid-liverpool-eye-milos-kerkez,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0423%2Fr1483048_1296x729_16%2D9.jpg
Dodgers' Snell to pause throwing after discomfort,"Dodgers starter Blake Snell will back off his throwing program after feeling discomfort in his left shoulder while playing catch Tuesday, according to manager Dave Roberts.","CHICAGO -- Los Angeles Dodgers starter Blake Snell will back off his throwing program as he continues to recover from left shoulder inflammation, according to manager Dave Roberts.
""As he was playin… [+1899 chars]",2025-04-23T23:50:11Z,https://www.espn.com/mlb/story/_/id/44823981/dodgers-blake-snell-pause-throwing-shoulder-discomfort-set-reexamined,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2025%2F0423%2Fr1483051_1296x729_16%2D9.jpg
"Trump signs education-focused executive orders on AI, school discipline, accreditation, foreign gifts and more","President Donald Trump signed multiple Executive Orders relating to education Wednesday afternoon, with multiple tied to the theme of returning meritocracy back to the education system.","President Donald Trump signed multiple Executive Orders relating to education Wednesday afternoon, with several tied to the theme of returning meritocracy back to the education system. 
The orders, … [+4196 chars]",2025-04-23T23:48:36Z,https://www.foxnews.com/politics/trump-signs-education-focused-executive-orders-ai-school-discipline-accreditation-foreign-gifts-more,https://static.foxnews.com/foxnews.com/content/uploads/2025/04/trump-in-oval.jpg
"State Bar of California admits it used AI to develop exam questions, triggering new furor","Nearly two months after hundreds of prospective California lawyers complained that their bar exams were plagued with technical problems and irregularities, the state’s legal licensing body has caused fresh outrage by admitting that some multiple-choice questi…","Skip to comments.
State Bar of California admits it used AI to develop exam questions, triggering new furorLos Angeles Times ^
 | April 23, 2025 3 AM PT
 | Jenny Jarvie
Posted on 04/23/2025 4:48:… [+3488 chars]",2025-04-23T23:48:00Z,https://freerepublic.com/focus/f-news/4312873/posts,
Veterinarian Found Dead After Going Viral for Abusing Horse on Video,"More than once, the veterinarian had been caught on camera abusing horses. In another incident, he had his license suspended for a year.","A Nevada veterinarian who went viral for animal abuse was found dead near Lake Mead on Friday.
Dr. Shawn Frehner went missing April 6, days after a video of him kicking a horse began circulating on … [+2631 chars]",2025-04-23T23:47:35Z,https://www.westernjournal.com/veterinarian-found-dead-going-viral-abusing-horse-video/,https://www.westernjournal.com/wp-content/uploads/2025/04/vet-and-horse.jpg
"Trump upends DOJ's Civil Rights Division, sparking 'bloodbath' in senior ranks","More than a dozen senior lawyers — many with decades of experience working under presidents of both parties — have been reassigned, the current and former officials say. Some have resigned in frustration after they were moved to less desirable roles unrelated…","Skip to comments.
Trump upends DOJ's Civil Rights Division, sparking 'bloodbath' in senior ranksNBC News ^
 | April 23, 2025
 | Ken Dilanian
Posted on 04/23/2025 4:47:21 PM PDT by cgbg
More than… [+5573 chars]",2025-04-23T23:47:21Z,https://freerepublic.com/focus/f-news/4312872/posts,
"Red Sox injury news: Connor Wong nearing rehab assignment, could return soon",Connor Wong (broken finger) will begin a rehab assignment this weekend and could rejoin the Red Sox soon after.,"BOSTON When catcher Connor Wong went down with a broken left pinky finger earlier this month, the Red Sox indicated he would return relatively quickly.
Now, that seems like thats about to become a r… [+1375 chars]",2025-04-23T23:46:09Z,https://www.masslive.com/redsox/2025/04/red-sox-injury-news-connor-wong-nearing-rehab-assignment-could-return-soon.html,https://www.masslive.com/resizer/v2/ZY37P3CABREF7E3HHYXVMO3HQM.jpg?auth=c87ee27475dec0351c392ba9efe5c7f12ce7e1843feb42c26d6e662a50c5ebc9&width=1280&quality=90
Tesla Eyes June Launch for Robotaxis Amid Decline in Sales,"Automotive manufacturer Tesla is reportedly rolling out trials of its ridesharing service, giving employees access, as it looks to expand that service later this year. In a Wednesday (April 23) post on X, Tesla shared a video of passengers hailing and riding …","Automotive manufacturer Tesla is reportedly rolling out trials of its ridesharing service, giving employees access, as it looks to expand that service later this year.
In a Wednesday (April 23) post… [+2402 chars]",2025-04-23T23:46:03Z,https://www.pymnts.com/transportation/2025/tesla-eyes-june-launch-for-robotaxis-amid-decline-in-sales/,https://www.pymnts.com/wp-content/uploads/2025/04/Tesla-1.jpg
Jharkhand HC yet to deliver verdicts reserved 3 years ago,"India News: NEW DELHI: Constitutional courts fix deadlines for everyone, including the President, but no such limitation applies to them for pronouncing judgments.",Gulki Joshis Ethnic Elegance: Stunning Sarees and Chic Suits,2025-04-23T23:46:01Z,https://timesofindia.indiatimes.com/india/jharkhand-hc-yet-to-deliver-verdicts-reserved-3-years-ago/articleshow/120565962.cms,"https://static.toiimg.com/thumb/msid-120565954,width-1070,height-580,imgsize-906028,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
China’s Farmers Battle Early Weather Threats as Trade Curbs Bite,"Dry spells and heavy rains in key Chinese farming regions are raising early concerns over crops, at a time when trade conflicts are hampering the country’s imports.","(Bloomberg) Dry spells and heavy rains in key Chinese farming regions are raising early concerns over crops, at a time when trade conflicts are hampering the countrys imports. 
THIS CONTENT IS RESER… [+4856 chars]",2025-04-23T23:45:54Z,https://financialpost.com/pmn/business-pmn/chinas-farmers-battle-early-weather-threats-as-trade-curbs-bite,
Family of man who died after Montreal police intervention calls for public coroner's inquiry,"The family of Abisay Cruz, a 29-year-old Montreal man who died after a police intervention turned violent, is speaking out and demanding a public coroner's inquiry.","WARNING: This story contains descriptions and video of police using force against an individual.
The family of Abisay Cruz, a 29-year-old Montreal man who died after a police intervention turned vio… [+4304 chars]",2025-04-23T23:45:09Z,https://www.cbc.ca/news/canada/montreal/family-coroners-inquiry-montreal-police-1.7516854,https://i.cbc.ca/1.7516889.1745444428!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/fo-niemi.jpg?im=Resize%3D620
The Most Exciting Animation and Events Coming to Annecy 2025,"Disney, Netflix, and more big names will show off new projects this year.","The slate of animation coming to France’s annual Annecy Festival, running June 8-15, has been announced. And with it comes a lot of exciting presentations from global studios big and small celebratin… [+5118 chars]",2025-04-23T23:45:06Z,https://gizmodo.com/the-most-exciting-animation-and-events-coming-to-annecy-2025-2000593504,https://gizmodo.com/app/uploads/2025/04/Annecy-2025.jpg
“Something I Have That Bothers Him”: Emiliano Vargas on the Perceived Jealousy Driving Keyshawn Davis’s Words,"Emiliano Vargas believes there’s something that he has that bothers Keyshawn Davis, creating his anger. Vargas (13-0, → read article 
“Something I Have That Bothers Him”: Emiliano Vargas on the Perceived Jealousy Driving Keyshawn Davis’s Words @ Boxing News 24","Emiliano Vargas believes there’s something that he has that bothers Keyshawn Davis, creating his anger. Vargas (13-0, 11 KOs) hints that Keyshawn is envious of him.
The light welterweight contender,… [+2841 chars]",2025-04-23T23:45:02Z,https://www.boxingnews24.com/2025/04/something-i-have-that-bothers-him-emiliano-vargas-on-the-perceived-jealousy-driving-keyshawn-daviss-words/,https://www.boxingnews24.com/wp-content/uploads/2024/06/Emiliano-Vargas_ringwalk2.jpg
Where do Cardinals go for relief after rocky road trip ends with another bullpen pothole?,"Cardinals fail to add anything to a one-run, first-inning lead, and Ryan Fernandez allows his second decisive homer of the 1-6 road trip in 4-1 loss at Atlanta to Braves.","Cardinals starting pitcher Miles Mikolas (39) cools off in the dugout during the fifth inning of a game against the Braves on Wednesday, April 23, 2025, in Atlanta.
Mike Stewart, Associated Press
A… [+17644 chars]",2025-04-23T23:45:00Z,https://www.stltoday.com/sports/professional/mlb/cardinals/article_a273366d-53a4-4ed5-abb8-a9f2addd5367.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/a/27/a273366d-53a4-4ed5-abb8-a9f2addd5367/680972f20ff48.preview.jpg?crop=1760%2C924%2C0%2C126&resize=1200%2C630&order=crop%2Cresize
"Hi, I Strikeout Opposite Handed Hitters Now","A look at the pitchers showing declines and gains in K% against opposite handed hitters. 
Source","Pitchers can change. Pitchers can change. Pitchers can change. If you don’t believe that, read those first three sentences aloud, preferably in a loud voice in a public space. Hopefully, it will be h… [+4811 chars]",2025-04-23T23:44:51Z,https://fantasy.fangraphs.com/hi-i-strikeout-opposite-handed-hitters-now/,https://fantasy.fangraphs.com/wp-content/uploads/sites/3/2025/04/USATSI_25817380.jpg
South Korea Q1 GDP unexpectedly contracts 0.2% q/q as exports cool,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Trump tariffs causing market volatility? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How is Tesla handling it… [+999 chars]",2025-04-23T23:44:45Z,https://biztoc.com/x/88d14f3739abbb37,https://biztoc.com/cdn/88d14f3739abbb37_s.webp
"Trump ‘eroding’ US brand, has made the country 20% poorer, Citadel chief says","The News
US President Donald Trump is moving too fast, alienating allies, making Americans poorer, and tarnishing the sterling reputation of US assets, Citadel CEO and founder Ken Griffin said Wednesday.
Though the president may have identified real problems,…","The NewsUS President Donald Trump is moving too fast, alienating allies, making Americans poorer, and tarnishing the sterling reputation of US assets, Citadel CEO and founder Ken Griffin said Wednesd… [+148 chars]",2025-04-23T23:44:43Z,https://biztoc.com/x/092d5c71221c8c85,https://biztoc.com/cdn/092d5c71221c8c85_s.webp
California Bar discloses AI was used to develop some questions in problem-plagued February exam,The State Bar of California has disclosed that some multiple-choice questions in a problem-plagued bar exam were developed with the aid of artificial intelligence.,"LOS ANGELES The State Bar of California has disclosed that some multiple-choice questions in a problem-plagued bar exam were developed with the aid of artificial intelligence.
The legal licensing bo… [+1931 chars]",2025-04-23T23:44:26Z,https://www.nbcnews.com/news/us-news/california-bar-discloses-ai-used-develop-questions-problem-exam-rcna202713,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-04/250423-los-angeles-state-bar-of-california-google-maps-ac-659p-b6015d.jpg"
"Bears legend, Hall of Famer Steve McMichael passes away at 67 after long battle with ALS",'Mongo' was a key member of the Bears' 1985 Super Bowl championship team,"Pro Football Hall of Famer and Chicago Bears legend Steve McMichael passed away Wednesday after a long battle with ALS. He was 67 years old.
Jarrett Payton, the son of former McMichael teammate and … [+2990 chars]",2025-04-23T23:43:56Z,https://www.cbssports.com/nfl/news/bears-legend-hall-of-famer-steve-mcmichael-passes-away-at-67-after-long-battle-with-als/,https://sportshub.cbsistatic.com/i/r/2022/05/20/8d19100f-f512-4fdf-a01d-361423519dc2/thumbnail/1200x675/937a43697755928123685188db797f8f/steve-mcmichael.jpg
NFL great Steve 'Mongo' McMichael dead at 67 after ALS battle,"Steve ""Mongo"" McMichael, the Pro Football Hall of Famer who was diagnosed with ALS in 2021, died Wednesday at the age of 67.","Pro Football Hall of Famer Steve ""Mongo"" McMichael has died after battling ALS at the age of 67, the NFL announced.
McMichael's wife, Misty, told FOX 32 Chicago earlier Wednesday that her husband ha… [+2143 chars]",2025-04-23T23:43:13Z,https://www.foxnews.com/sports/nfl-great-steve-mongo-mcmichael-dead-67-after-als-battle,https://static.foxnews.com/foxnews.com/content/uploads/2024/02/Steve-McMichael3.jpg
"Rangers To Select Nick Ahmed, Place Corey Seager On Injured List","The Rangers are placing Corey Seager on the 10-day injured list with a right hamstring strain, relays Shawn McFarland of The Dallas Morning News. Texas is selecting Nick Ahmed onto the roster in his place. The Rangers designated left-hander Walter Pennington …","The Rangers are placing Corey Seager on the 10-day injured list with a right hamstring strain, relays Shawn McFarland of The Dallas Morning News. Texas is selecting Nick Ahmed onto the roster in his … [+596 chars]",2025-04-23T23:42:56Z,https://www.mlbtraderumors.com/2025/04/rangers-to-select-nick-ahmed-place-corey-seager-on-injured-list.html,https://cdn.mlbtraderumors.com/files/2025/04/Nick_Ahmed_Rangers-scaled-e1744736994685-1024x724.jpg
Supreme Court Case Could Spell The End For California’s EV Mandate,The Supreme Court heard oral arguments Wednesday in a landmark case that could upend California's Clean Air Act waiver.,"The Supreme Court heard oral arguments Wednesday in a landmark case that could spell the end of California’s Clean Air Act waiver, which created what has been widely referred to as a de facto electri… [+8558 chars]",2025-04-23T23:42:26Z,https://dailycaller.com/2025/04/23/supreme-court-california-epa-emissions-rule-electric-vehicles/,https://cdn01.dailycaller.com/wp-content/uploads/2025/04/GettyImages-1241736307-scaled-e1745262261328.jpg
Emma Willis reveals secret surgery amid unexpected health battle,Emma Willis reveals secret surgery amid unexpected health battlehellomagazine.com,"Emma Willis revealed that she underwent keyhole surgery on her heart in a social media post that has rocked fans.
The 49-year-old took to Instagram on Wednesday to share the news, explaining that he… [+3280 chars]",2025-04-23T23:42:11Z,https://www.hellomagazine.com/celebrities/828183/emma-willis-reveals-secret-surgery-amid-unexpected-health-battle/,"https://images.hellomagazine.com/horizon/landscape/9a5de17a5090-gettyimages-2171378397.jpg?tx=c_fill,w_1200"
"Carney, touring B.C. battlegrounds, says trade talks with Trump should happen face-to-face","Liberal Leader Mark Carney says if he wins the election on Monday, he will push for an immediate meeting with U.S. President Donald Trump.","Liberal Leader Mark Carney says if he wins the election on Monday, he will push for an immediate meeting with U.S. President Donald Trump.
Carney held his first phone call with Trump during the firs… [+4433 chars]",2025-04-23T23:41:43Z,https://www.cbc.ca/news/canada/british-columbia/carney-trade-talks-1.7516919,https://i.cbc.ca/1.7516981.1745450569!/cpImage/httpImage/image.jpg_gen/derivatives/16x9_1180/fedelxn-liberals-20250423-mark-carney.jpg?im=Resize%3D620
"Trump reinserts himself into Canadian politics, saying 'as a state, it works great'","Days before the federal election and after more than a week without commenting on Canada, U.S. President Donald Trump once again brought up his 51st state idea Wednesday afternoon.","Days before the federal election and after more than a week without commenting on Canada, U.S. President Donald Trump resurfaced his 51st state rhetoric Wednesday afternoon.
The president was speaki… [+3314 chars]",2025-04-23T23:41:24Z,https://www.cbc.ca/news/politics/trump-canada-politics-1.7516951,https://i.cbc.ca/1.7517012.1745449769!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_1180/usa-trump.JPG?im=Resize%3D620
Edmonton city council looking for ways to help smartphone-less drivers pay for parking,The City of Edmonton is still proceeding with a plan to retire all EPark machines by the end of July but will be exploring ways to make the transition easier for people over the coming months.,The City of Edmonton is still moving ahead with its plan to retire all EPark machines by the end of July but councillors say the city needs to find ways to make the transition easier for people over … [+3260 chars],2025-04-23T23:40:39Z,https://www.cbc.ca/news/canada/edmonton/epark-council-edmonton-motions-1.7516715,https://i.cbc.ca/1.7516963.1745447583!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/machine.jpg?im=Resize%3D620
RFK Jr. calls artificial food dyes 'poisonous.' Here's how they're regulated in Canada,"The U.S. Food and Drug Administration plans to phase out eight food dyes. U.S. Health and Human Services Secretary Robert F. Kennedy Jr. called them ""poisonous compounds."" The evidence is a bit more nuanced though. Here is a fact check.","The U.S. Food and Drug Administration wants to phase out some food dyes.
While some of that effort predated the second Trump administration like banning red dye No. 3 from foods in January  U.S. Hea… [+7401 chars]",2025-04-23T23:40:24Z,https://www.cbc.ca/news/health/food-dye-1.7516794,https://i.cbc.ca/1.7516628.1745434344!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_1180/usa-trump-fda-dyes.JPG?im=Resize%3D620
Ultimate Pool Bans Men From Female Billiards After UK Supreme Court Move,"A little over a couple of weeks ago, two men participated in a women's Ultimate Pool championship match, but fortunately, we got some good news about it.","Readers,
Instead of sucking up to the political and corporate powers that dominate America, The Daily Caller is fighting for you our readers. We humbly ask you to consider joining us in this fight.… [+3565 chars]",2025-04-23T23:38:31Z,https://dailycaller.com/2025/04/23/ultimate-pool-transgender-ban-womens-billiards-uk-supreme-court/,https://cdn01.dailycaller.com/wp-content/uploads/2025/04/GettyImages-1189039247-scaled-e1745451079400.jpg
How Lightning can rebound in Game 2 of NHL playoffs series vs. Panthers,"TAMPA — Their playoff-opening loss to the Panthers certainly stung, but the Lightning regrouped Wednesday morning knowing that even the best postseason runs are not perfect. What’s more important is how teams adjust to those losses to make sure they don’t sno…","TAMPA Their playoff-opening loss to the Panthers certainly stung, but the Lightning regrouped Wednesday morning knowing that even the best postseason runs are not perfect. Whats more important is how… [+6803 chars]",2025-04-23T23:38:00Z,https://www.tampabay.com/sports/lightning/2025/04/23/florida-panthers-brandon-hagel-emil-lilleberg-anthony-cirelli/,https://www.tampabay.com/resizer/v2/ZVUX4NM6X5DWPMH55LGVFCY4SU.JPG?auth=aa1ccc1f85f9e82c3f2ce90040bbf328fb87ad406cd4c7c72a3535f2154dc377&height=675&width=1200&smart=true
'Unethical as you can get': Experts decry Trump's latest 'naked quid pro quo',A special VIP tour of the White House or even an exclusive dinner with President Donald Trump can be yours – for a price.The Trump-owned company that unveiled the president’s official meme coin just before his inauguration announced Wednesday that top holders…,"A special VIP tour of the White House or even an exclusive dinner with President Donald Trump can be yours for a price.
The Trump-owned company that unveiled the presidents official meme coin just b… [+1798 chars]",2025-04-23T23:37:36Z,https://www.rawstory.com/trump-coin/,https://www.rawstory.com/media-library/you-can-t-be-serious-trump-faces-maga-revolt-over-last-minute-endorsement.jpg?id=55455437&width=1200&height=600&coordinates=0%2C26%2C0%2C26
"Alien: Earth Teaser Sees Xenomorph Gestation Complete ""Phase 2""","Yesterday, FX Networks had some interesting things to share regarding Noah Hawley's (FX's Fargo) Sydney Chandler (Pistol, Sugar)-starring Alien: Earth in honor of Earth Day. Along with two new key art posters, we were also treated to a teaser narrated by astr…","Posted in: FX, Hulu, TV | Tagged: alien: earth
Hulu &amp; Noah Hawley's Sydney Chandler-starring Alien: Earth shared a look at the next stage in xenomorph gestation: ""Phase 2 - Neurogenesis.""
Yeste… [+3028 chars]",2025-04-23T23:37:07Z,https://bleedingcool.com/tv/alien-earth-teaser-sees-xenomorph-gestation-complete-phase-2/,https://bleedingcool.com/wp-content/uploads/2025/04/MixCollage-23-Apr-2025-07-14-PM-2812-2000x1125.jpg
Supposed Fox News chyron of AG Pam Bondi announcing 15 years in prison for anti-Trump speech is fake,"An image of a Fox News chyron accurately reported that U.S. Attorney General Pam Bondi announced anyone who said ""f*** Trump"" would be sent to El Salvador for 15 years.","Anguiano, Dani. ""'National Disgrace': US Lawmakers Decry Student Detentions on Visit to Ice Jails."" The Guardian, 23 Apr. 2025. The Guardian, https://www.theguardian.com/us-news/2025/apr/22/mahmoud-k… [+2024 chars]",2025-04-23T23:37:00Z,https://www.snopes.com//fact-check/trump-fox-news-ag-pam-bondi/,https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2025/04/pam_bondi_chyron.png
Bitcoin Miner Riot Platforms Gets $100M Credit Facility From Coinbase,Riot Platforms has used a portion of its Bitcoin treasury to secure a $100 million loan from Coinbase's lending arm.,"In brief
<ul><li>Riot Platforms established a $100 million credit facility via Coinbase Credit. </li><li>The Bitcoin mining firm will use the funds to fuel key strategic initiatives. </li><li>A port… [+2443 chars]",2025-04-23T23:36:59Z,https://decrypt.co/316048/bitcoin-miner-riot-platforms-100m-credit-facility-coinbase,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2024/06/riot-platforms-bitcoin-miner-scaled-gID_7.jpg
